cr714__requestsid,cr714_additionalinformation,cr714_currentstate,cr714_delegates,cr714_desiredfuturestate,cr714_disposition,cr714_howdiscovered,cr714_impact,importsequencenumber,cr714_location,cr714_name,cr714_program,cr714_projecttype,cr714_sg1comment,cr714_sg1notes,cr714_shorttitle,cr714_sponsornameflat,cr714_spotid,statuscode,statecode,timezoneruleversionnumber,cr714_timestamp_dqcheck,cr714_timestamp_pirtassessment,cr714_timestamp_prioritized,cr714_timestamp_projectcreation,cr714_timestamp_sg1review,cr714_timestamp_submitted,utcconversiontimezonecode,versionnumber,cr714_whenneeded,cr714_whenneededjustification,cr714_workflowstep,owningbusinessunit,cr714_sponsor.azureactivedirectoryobjectid
b55ed3b9-08a6-f011-bbd3-002248271486,,The AS team does not have UPLC for testing,,Have 1 UPLC installed at HPLC lab for AS use,Pending,Current state,Delay in method remediation due lack of instruments to operate,,300 Shire Way,[FY26] - 300SW - QC - UPLC for AS team,,Standard Project,,,[FY26] - 300SW - QC - UPLC for AS team,Maggie Seibel,,1,0,0,2025-10-20 04:00:00.0000000,2025-10-25 04:00:00.0000000,2025-10-15 04:00:00.0000000,2025-10-31 19:32:30.0000000,2025-10-30 04:00:00.0000000,2025-10-10 18:56:17.0000000,,22734429,2027-03-30 04:00:00.0000000,The Analitycal Science (AS) group need a dedicated UPLC for method remediation,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,daf1bf4e-9ac8-4e93-b50e-54b0dc21e997
25e09ee2-07a6-f011-bbd3-002248271486,,End of life instrument,,HAve 2 instruments nstalled in the Biochemistry QPCR suite,Pending,AIMP program,QC will not have the capacity to test QPCR for Lanadelumab,,300 Shire Way,[FY26] - 300SW - QC-AIMP - 7500 Fast Real-Time PCR System Replacement,,Standard Project,,,[FY26] - 300SW - QC-AIMP - 7500 Fast Real-Time PCR System Replacement,Filipe Thomas Steger,,1,0,0,2025-10-20 04:00:00.0000000,2025-10-25 04:00:00.0000000,2025-10-15 04:00:00.0000000,2025-10-31 19:33:18.0000000,2025-10-30 04:00:00.0000000,2025-10-10 18:56:02.0000000,,22734425,2027-12-22 05:00:00.0000000,End of life instrument use for QPCR test in Biochemistry,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,23ebfc42-b5d1-47ab-a9d4-116e84f2222d
02d14a80-07a6-f011-bbd3-002248271486,,End of life instrument,,Have 2 instruments installed at Biochemistry lab,Pending,AIMP program,"QC Biochemistry will not have the capacity to test protein concentration for VPRIV, Replagal and Elaprase",,300 Shire Way,[FY26] - 300SW - QC-AIMP - SoloVPE,,Standard Project,,,[FY26] - 300SW - QC-AIMP - SoloVPE,Filipe Thomas Steger,,1,0,0,2025-10-20 04:00:00.0000000,2025-10-25 04:00:00.0000000,2025-10-15 04:00:00.0000000,2025-10-31 19:33:42.0000000,2025-10-30 04:00:00.0000000,2025-10-10 18:55:56.0000000,,22734421,2027-10-29 04:00:00.0000000,End if life instrument used for protein concentration,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,23ebfc42-b5d1-47ab-a9d4-116e84f2222d
213f30d9-00a6-f011-bbd3-002248271486,,QC has currenlty 2 instruments and one being installed to attend the demand of testing,,"Have 1 additional installed Maurice to execute testing and validation, on top of the current 3 instruments",Pending,"Supply Chain forecast for TAK079, Replagal and VPRIV","The volumes of TAK079 with the additional PPQ runs, plus the inclusion of methods for Replagal and VPRIV on those instruments will limit the capacity of QC to test with the current number of instruments",,300 Shire Way,[FY26] - 300SW - QC - Maurice instrument implementation,,Standard Project,,,[FY26] - 300SW - QC - Maurice instrument implementation,Filipe Thomas Steger,,1,0,0,2025-10-20 04:00:00.0000000,2025-10-25 04:00:00.0000000,2025-10-15 04:00:00.0000000,2025-10-31 19:38:35.0000000,2025-10-30 04:00:00.0000000,2025-10-10 17:50:00.0000000,,22734417,2027-01-29 05:00:00.0000000,"THere is limited capacity in QC for CE-SDS and icIEF methods. QC needs to validate and test TAK-079, Replagal, VPRIV in the next year using this instrument",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,23ebfc42-b5d1-47ab-a9d4-116e84f2222d
460978c2-4ca4-f011-bbd3-002248271486,No action again could possibly effect insurance policies and/or claims carried for the N. Reading Warehouse.,"There is no fire suppression or smoke detection within the contained carousel storage unit in N. Reading.  If a fire were to start, the warehouse team would not know until smoke or fire began to show from the contained unit.",,Smoke detection would provide an early warning which would allow the fire department to address before spreading.  Fire suppression would extinguish the fire before spreading.,Pending,The is a repeat recommendation from the AXA XL Property Loss Survey.  It was recommended during the 2019 walkthrough and report out and then again for the 2025 walkthrough and report out.,"Would impact all materials contained within the carousel and if the fire were to spread from the contained unit, could effect other materials stored within the warehouse.",,North Reading Warehouse,[FY26] - 200RPD - AIMP - Fire suppression,,Standard Project,,,[FY26] - 200RPD - AIMP - Fire suppression,Terence Jackson,,1,0,0,2025-10-10 04:00:00.0000000,2025-10-15 04:00:00.0000000,2025-10-08 04:00:00.0000000,2025-10-31 19:45:04.0000000,2025-10-30 04:00:00.0000000,2025-10-07 04:00:00.0000000,,22734409,2027-04-01 04:00:00.0000000,FY26 project.  This is a repeat recommendation from AXA XL Property Loss Survey.  First recommended in 2019.  No action was taken.  Recommended again during the 2025 report out,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,47dfdf99-13e2-441c-8c63-abbc31aa7da0
997d8e56-7fa3-f011-bbd3-002248271486,"none
 This was canceled based on information received from Steve Morgan","Configuration of SAIL for new equipment integrations or data transfer is executed by Global Contractors and are funded via the site.  As this is new integration point projects bringing new equipment and or changes controls that are not ""projects"" with funding do not have budget supporting this work.  This is intended as a bucket to capture this expense.",,"No questions to ""how do we fund SAIL work"". The poject can focus on the technology and adding it to the site, not where the funds will come to support the Global contractors.",Pending,"New changes and projects outside visibility to the Automation team at budgeting have been presented to the Automation team for support.  Expectation is, as the the site adopts SAIL as the primary integration layer, many more projects will need to utilize SAIL and configuration so this ensures funding for this work.",without funding the technology cannot be utilized,,200 Shire Way; 300 Shire Way; 400 Shire Way,[FY26] - MBO - AUTO - SAIL configuration allowance,,Simple Project,,,[FY26] - MBO - AUTO - SAIL configuration allowance,Lloyd Vallance,NA,1,0,0,2025-10-25 04:00:00.0000000,2025-10-30 04:00:00.0000000,2025-10-20 04:00:00.0000000,2025-11-19 20:27:59.0000000,2025-11-18 05:00:00.0000000,2025-10-08 04:00:00.0000000,,22734405,2026-04-05 04:00:00.0000000,"Configuration of SAIL for new equipment integrations or data transfer is executed by Global Contractors and are funded via the site.  As this is new integration point projects bringing new equipment and or changes controls that are not ""projects"" with funding do not have budget supporting this work.  This is intended as a bucket to capture this expense.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,7351aecd-5444-47e4-b9f9-80b777b42129
2bf94ecc-d7a2-f011-bbd3-002248271486,"This project idea was cancelled based on discussion with Mike G, Mahesh, Ronn and Misbah",Vendor has undergone structure changes and no longer offers concurrent licensing.,,Business processes to shift and adapt to acceptable cost,Pending,2023 contract negotiations,Statistica access may need to be limited based on new cost; change to business process,,200 Shire Way; 300 Shire Way; 185 Alewife Brook Parkway; 400 Shire Way; 205 Alewife Brook Parkway,[FY26] OPEX - DDT - Statistica License Model Change,,Base Business,,,[FY26] OPEX - DDT - Statistica License Model Change,Mahesh Kulkarni,,1,0,0,2025-10-10 04:00:00.0000000,2025-10-15 04:00:00.0000000,2025-10-08 04:00:00.0000000,2025-11-19 20:28:24.0000000,2025-11-15 05:00:00.0000000,2025-10-07 04:00:00.0000000,,22734397,2026-04-04 04:00:00.0000000,Vendor has changed their licensing model from concurrent to named user with an expected significant price increase.,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,c5b43226-8023-4165-8b39-e0a9dc464fec
9188a5e8-189b-f011-b4cc-002248271486,This project has been sponsored and fully resourced with alignment from all department managers. A kick-off occured on 18 September and work has begun to complete the Define/Measure phases of the DMAIC framework with target completion of these phases by end of October.,"Between January and July 2025, MBO has incurred 3.66 O¥ (~2.4 $M) in discards related to Raw Materials (RMs) and Intermediates. 

These discards represent ~43% of the site's planned monthly discard budget (avg actual = 0.52 O¥ vs. planned = 1.23 O¥), indicating a significant monthly financial impact. 

As a launch center of excellence with anticipated growth in both clinical and commercial manufacturing, MBO faces increasing risk of elevated discard volumes due to rising material throughput and production schedule complexity. Without targeted intervention, this trend may compromise cost efficiency, inventory management, and operational agility.",ronn.gerra@takeda.com,"1) 15% reduction in monthly discards from RMs/Intermediates (Annual Impact = 0.94 O¥ or ~$620,000)
2) Improved process agility to mitigate future clinical volume impacts
3) Embedded root cause analysis for sustained / continuous improvement  
4) Documentation process for Plan of Record changes w/ discard impact (to understand if discards are tied to business decisions with positive net value)",Pending,"An OpU discard project was launched in Q2 of FY 2025 with a focus on 3 workstreams (OOS, Contamination & Expiry). With this focus on network discards, the OE team began looking into MBO discard performance and realized an opportunity to impact value creation. Given ongoing OOS/Contamination workstreams and other MBO site projects, it was determined that the most appropriate scope would be to focus on RM/Intermediates given a majority of these discards are caused by reasons outside of OOS/Contamination.",0.52 OY in avg discard losses per month from RMs/Intermediates.,,200 Shire Way; Belmont Warehouse; 400 Shire Way; 205 Alewife Brook Parkway; North Reading Warehouse,[OPEX] - AGILE - MBO Discard Reduction Green Belt,,Standard Project,,,[OPEX] - AGILE - MBO Discard Reduction Green Belt,Terence Jackson,,1,0,0,2025-10-20 04:00:00.0000000,2025-10-30 04:00:00.0000000,2025-10-10 04:00:00.0000000,2025-11-04 21:16:56.0000000,2025-11-03 05:00:00.0000000,2025-09-27 04:00:00.0000000,,22734393,2026-03-31 04:00:00.0000000,"Targeting closure of this GB in FY 2025 to achieve savings for RM/Intermediate discards prior to FY 2026. Ideally, this project would close as soon as reasonably possible to achieve value capture within FY 2025, but will need to follow the Six Sigma GB process which normally accounts for 6-9 months.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,47dfdf99-13e2-441c-8c63-abbc31aa7da0
8f7a651f-6da0-f011-b41c-002248271486,"If no action is taken, the MBO site will remain dependent on outsourced mycoplasma testing, leading to prolonged turnaround times of several weeks that delay manufacturing investigations.","The current state relies on outsourcing mycoplasma testing, which introduces delays of several weeks, impacting timely investigational support. This approach presents an indirect impact on manufacturing operations, as delayed results can prolong investigations and pose financial and operational risks.",qi.wang1@takeda.com,"Implementing the Biofire Mycoplasma instrument will enable faster investigational testing, providing preliminary results within hours, reducing delays, and improving manufacturing agility.",Pending,"The issue was identified through internal assessments and discussions tied to manufacturing investigations, where the need for faster, preliminary data to inform decisions became evident. This gap in rapid testing capabilities has highlighted the necessity for an in-house solution to improve agility and reduce the financial burden during investigations.","Currently, the reliance on outsourced testing creates extended delays that hinder timely decision-making, resulting in operational inefficiencies, prolonged downtime, and financial risks. This is especially crucial as demand for manufacturing capacity continues to grow in alignment with the long-term volume forecasts and upcoming product launches.",,200 Shire Way,[FY26] 200SW - MSCI - Biofire Mycoplasma System,,Standard Project,,,[FY26] 200SW - MSCI - Biofire Mycoplasma System,Qi Wang,,1,0,0,2025-10-14 04:00:00.0000000,2025-10-20 04:00:00.0000000,2025-10-05 04:00:00.0000000,2025-10-31 19:46:59.0000000,2025-10-30 04:00:00.0000000,2025-10-04 04:00:00.0000000,,22734389,2026-04-01 04:00:00.0000000,Implementing the Biofire Mycoplasma instrument is critical at this time to address increasing operational demands and to support more efficient manufacturing investigations.,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,0f195c41-30db-4e67-a66e-432eebb93178
b68e30a9-db9e-f011-b41c-002248271486,"Thermofisher recommend X4 pro (catalogue number 75009506) which cost around 15,000 USD","There are four Benchtop centrifuges Thermofisher model number 75004506 in MABioOps, 3 in building
400 and 1 in cellbank building 200. Thermofisher notified Takeda that model 75004506 will be obsolete in
2026. Thermofisher recommends X4 Pro as a like in kind replacement.
Asset under scope: 118013, 118005, 118020, 112785",,Replace equipment to support manufacturing process eliminating known obsolescence risk,Pending,Manufacturer notification on obsolescence,Benchtop centrifuges are integral part of upstream process,,200 Shire Way; 400 Shire Way,[FY26] - 400SW & 200SW  - AIMP - Benchtop Centrifuge Replacement,Asset Investment Management Program,Standard Project,,,[FY26] - 400SW & 200SW  - AIMP - Benchtop Centrifuge Replacement,Michael Allen,,1,0,0,2025-10-14 04:00:00.0000000,2025-10-20 04:00:00.0000000,2025-10-10 04:00:00.0000000,2025-10-31 19:48:42.0000000,2025-10-30 04:00:00.0000000,2025-10-02 04:00:00.0000000,,22734385,2026-12-31 05:00:00.0000000,"Per manufacturer, Centrifuges will be obsolete in 2026.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,df5ec455-709c-4745-9a0e-83ee131763b6
89cbe10c-619d-f011-b41b-000d3a984383,"The purchase and deployment of the EilerCal system is a key enabler for the 4th BRX project, ensuring value capture through reliable weight control and sustainable calibration practices. Additionally, it expands the calibrated range of the new 200L totes for the 3rd BRX, ensuring they meet all manufacturing requirements and reducing the risk of delays or redesigns.

This project directly supports site sustainability initiatives by eliminating water-intensive and single-use calibration materials. It also strengthens inspection readiness by providing a robust, traceable, and compliant calibration method. Early implementation will reduce lifecycle costs, enhance measurement reliability, and align with both operational excellence and environmental stewardship goals.","The current load cell calibration process requires regular recalibration supported by water-filled calibration bags. This results in extended equipment downtime, significant water usage, and recurring costs associated with single-use calibration bags. In addition, the existing load cell design presents several technical limitations: high sensitivity to moisture and chemical exposure, low overload tolerance, and non-serviceable cable assemblies that require full replacement if damaged. These factors collectively reduce reliability, increase waste, and add operational complexity.",bobby.taylor1@takeda.com,"The new totes for the 3rd BRX, and the 4th BRX along with the associated bag stations, will be equipped with Eilerson digital capacitive load cells. These load cells will be supported by the EilerCal hydraulic calibration system, which fully eliminates the need for bags, water, or physical weights during calibration. This configuration will deliver:

Greater measurement robustness and reliability in manufacturing operations

Reduced downtime through simplified calibration cycles

Improved sustainability by eliminating single-use calibration bags and water consumption

Extended load cell lifespan through more durable design features",Pending,"Routine review of Out-of-Tolerance (OOT) events and associated investigations identified repeat calibration failures and concerns with the robustness of current load cell technology. Metrology reviews highlighted recurring discrepancies in weight measurement performance, while sustainability assessments flagged both the single-use calibration bags and the high water consumption as areas of significant value capture. Cross-functional teams noted frequent production downtime linked to calibration cycles, driving a deeper evaluation of the calibration method and load cell design.","Operational inefficiency: Increased equipment downtime during calibration events

Cost burden: Ongoing purchase of single-use bags, water, and premature load cell replacements

Metrology concerns: Reduced robustness and reliability in weight measurement leading to OOT investigations

Sustainability gap: Excessive water consumption and disposable materials in direct conflict with site sustainability initiatives

Risk exposure: Higher likelihood of process disruption due to load cell sensitivity and design limitations",,400 Shire Way,[FY26] - 400SW - INNOV - EilerCal Digital Load Cell Calibration system,,Standard Project,,,[FY26] - 400SW - INNOV - EilerCal Digital Load Cell Calibration system,Chad Gerald,,1,0,0,2025-10-15 04:00:00.0000000,2025-10-20 04:00:00.0000000,2025-10-08 04:00:00.0000000,2025-10-31 19:49:39.0000000,2025-10-30 04:00:00.0000000,2025-09-30 04:00:00.0000000,,22734381,2025-12-15 05:00:00.0000000,Tote additions for 3rd BRX,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,2524c286-4e46-4f29-9508-4050fad55dc3
